id_Estab,razon.social,nombre.sucursal,direccion,ccz,barrio,cajas,cadena,long,lat,ciudad,depto,id.depto,localidad,lat_rad,lon_rad,secc,test
1,CAFITUR S.A.,Expres 2,AVDA. MILLAN 2683,16.0,Reducto,2.0,Sin Cadena,-34.8765665,-56.1897221,Montevideo,Montevideo,1.0,1020.0,-0.9806956564256224,-0.608710917215755,,
2,Distren S.A.,Expres 6,Conciliaci�n 3910,14.0,La Teja,3.0,Sin Cadena,-34.86483197,-56.22046689,Montevideo,Montevideo,1.0,1020.0,-0.9812322542389567,-0.6085061110310809,,
3,Distren S.A.,Expres 7,Carlos Maria Ramirez 186,14.0,Belvedere,3.0,Sin Cadena,-34.8608486,-56.2270262,Montevideo,Montevideo,1.0,1020.0,-0.9813467357951157,-0.6084365881092556,,
4,Distren S.A.,Expres 1,Dr. Mart�n Berinduague 870,14.0,La Teja,5.0,Sin Cadena,-34.86902142,-56.23155956,Montevideo,Montevideo,1.0,1020.0,-0.981425857853294,-0.6085792307274286,,
5,Daltiro S.A.,El Clon - Comercio,Avda. 8 de Octubre 3631,6.0,Unión,3.0,El Clon,-34.876518,-56.1456047,Montevideo,Montevideo,1.0,1020.0,-0.9799256625382031,-0.6087100707310676,,
6,Gadonur S.A.,El Clon - Gaboto,Avda. 18 de Julio 1751,2.0,Cordón,3.0,El Clon,-34.9027945,-56.1806478,Montevideo,Montevideo,1.0,1020.0,-0.9805372800133088,-0.609168682171968,7.0,False
7,DALTIRO S.A.,El Clon - Viana,8 DE OCTUBRE 3722,6.0,Unión,3.0,El Clon,-34.875543,-56.143307,Montevideo,Montevideo,1.0,1020.0,-0.9798855601079801,-0.6086930537708608,,
8,NAFITAL S.A.,El Clon - Vazquez,VAZQUEZ 1388,2.0,Cordón,3.0,El Clon,-34.9051578,-56.1853576,Montevideo,Montevideo,1.0,1020.0,-0.9806194815304192,-0.6092099295381803,6.0,False
9,Satil�n S.A.,El Clon - Paso Molino,Avda. Agraciada 4132,14.0,Paso Molino,3.0,El Clon,-34.8576189,-56.2204897,Montevideo,Montevideo,1.0,1020.0,-0.9812326523485592,-0.608380219210404,,
10,DALTIRO S.A.,El Clon - Palacio ,GRAL. FLORES 2075,3.0,Aguada,3.0,El Clon,-34.8896264,-56.189078,Montevideo,Montevideo,1.0,1020.0,-0.9806844147599104,-0.6089388554707361,,
11,SATILAN S.A.,El Clon - Las Piedras ,AV.ARTIGAS 699,,Interior,4.0,El Clon,-34.7261696,-56.2157332,Las Piedras,Canelones,3.0,3221.0,-0.981149635762688,-0.6060859961259623,,
12,DALTIRO S.A.,El Clon - Cerro ,CARLOS MA. RAMIREZ 1659,17.0,Cerro ,5.0,El Clon,-34.8741386,-56.2528854,Montevideo,Montevideo,1.0,1020.0,-0.9817980639770474,-0.6086685423668458,13.0,False
13,DALTIRO S.A.,El Clon - Requena ,18 DE JULIO 2075,2.0,Cordón,6.0,El Clon,-34.8996132,-56.1726323,Montevideo,Montevideo,1.0,1020.0,-0.9803973831471151,-0.6091131580124742,,
14,Landera S.A.,El Clon - Maldonado ,Roman Guerra s/n y 25 de Mayo,,Interior,8.0,El Clon,-34.92489,-54.9631206,Maldonado,Maldonado,10.0,10320.0,-0.9592874216407213,-0.6095543213968424,,
15,Devoto Hermanos S.A.,Devoto - SAN MARTIN,Avda. Gral. San Mart�n 3709,15.0,Cerrito,4.0,Devoto,-34.8568464,-56.1776328,Montevideo,Montevideo,1.0,1020.0,-0.9804846583363611,-0.6083667365419324,,
16,Supermercados Disco del Uruguay S.A.,Disco - OBLIGADO,Obligado 968,5.0,Pocitos,4.0,Disco,-34.91329641,-56.16001434,Montevideo,Montevideo,1.0,1020.0,-0.9801771582002301,-0.6093519750792161,,
17,Devoto Hermanos S.A.,Devoto - SUAREZ,Avda. Joaqu�n Su�rez 3458,15.0,Prado ,5.0,Devoto,-34.86447251,-56.1958846,Montevideo,Montevideo,1.0,1020.0,-0.9808032123407766,-0.6084998372705517,,
18,Devoto Hermanos S.A.,Devoto - BRISAS,Avda. Gral. Rivera 4502,7.0,Malvín,5.0,Devoto,-34.89323573,-56.11592848,Montevideo,Montevideo,1.0,1020.0,-0.9794077147896569,-0.6090018501630271,,
19,Supermercados Disco del Uruguay S.A.,Disco - FERNANDEZ CRESPO,Avda. Daniel Fern�ndez Crespo 1727,2.0,Cordón,5.0,Disco,-34.89896665,-56.17763679,Montevideo,Montevideo,1.0,1020.0,-0.9804847279749983,-0.6091018735861955,,
20,Devoto Hermanos S.A.,Devoto - SHANGRILA,Avda. Calcagno s/n,,Interior,6.0,Devoto,-34.84985469,-55.9997063,Ciudad de la Costa,Canelones,3.0,3831.0,-0.9773792550848114,-0.6082447081820878,,
21,Devoto Hermanos S.A.,Devoto - LAS PIEDRAS,Juan A. Lavalleja 671,,Interior,6.0,Devoto,-34.7287524,-56.21701027,Las Piedras,Canelones,3.0,3221.0,-0.9811719248389664,-0.6061310744898827,,
22,Devoto Hermanos S.A.,Devoto - GRAL.PAZ,Avda. Gral. Jos� Mar�a Paz 1404,7.0,Punta Gorda,6.0,Devoto,-34.8937242,-56.0821618,Montevideo,Montevideo,1.0,1020.0,-0.9788183750461896,-0.6090103755728243,,
23,Supermercados Disco del Uruguay S.A.,Disco - CANELONES,Florencio S�nchez 729,,Interior,7.0,Disco,-34.5215452,-56.2814063,Canelones,Canelones,3.0,3320.0,-0.9822958475876795,-0.6025146266160444,,
24,Devoto Hermanos S.A.,Devoto - COLON,Avda. Garz�n 1945,12.0,Col�n ,7.0,Devoto,-34.8050739,-56.224982,Montevideo,Montevideo,1.0,1020.0,-0.9813110577745464,-0.6074631359549436,,
25,Supermercados Disco del Uruguay S.A.,Disco - MARCELINO SOSA,Cnel. Marcelino Sosa 2706,3.0,Reducto,7.0,Disco,-34.87772607,-56.18114769,Montevideo,Montevideo,1.0,1020.0,-0.9805460047397067,-0.6087311555301623,,
26,Devoto Hermanos S.A.,Devoto - CARRASCO,Avda. Bolivia 1413,8.0,Carrasco,7.0,Devoto,-34.89318783,-56.06646145,Montevideo,Montevideo,1.0,1020.0,-0.9785443522449742,-0.6090010141503155,,
27,Supermercados Disco del Uruguay S.A.,Disco - AYACUCHO,Ayacucho 3370,4.0,Parque Batlle,7.0,Disco,-34.89437326,-56.14469715,Montevideo,Montevideo,1.0,1020.0,-0.9799098228025767,-0.6090217038068674,,
28,Devoto Hermanos S.A.,Devoto - LAS PIEDRAS II,Enrique Pouey N� 624,,Interior,8.0,Devoto,-34.72813293,-56.22377773,Las Piedras,Canelones,3.0,3221.0,-0.9812900392979634,-0.6061202626987655,,
29,Supermercados Disco del Uruguay S.A.,Disco - CAMINO MALDONADO,Avda. Brig. Gral. Lavalleja 7722,9.0,Punta de Rieles ,8.0,Disco,-34.80409052,-56.08900423,Montevideo,Montevideo,1.0,1020.0,-0.9789377979785269,-0.6074459727361454,,
30,Supermercados Disco del Uruguay S.A.,Disco - BARRIOS AMORIN,Dr. Javier Barrios Amor�n 859,2.0,Palermo,8.0,Disco,-34.91423613,-56.18385608,Montevideo,Montevideo,1.0,1020.0,-0.9805932750626346,-0.6093683762872629,5.0,False
31,Devoto Hermanos S.A.,Devoto - 8 DE OCTUBRE,Avda. 8 de Octubre 3621,6.0,Unión,9.0,Devoto,-34.87670222,-56.14369868,Montevideo,Montevideo,1.0,1020.0,-0.9798923962135943,-0.6087132859766157,,
32,Supermercados Disco del Uruguay S.A.,Disco - SOLANO LOPEZ,Avda. Mcal. Francisco Solano L�pez 1680,7.0,Buceo,9.0,Disco,-34.89184451,-56.12514287,Montevideo,Montevideo,1.0,1020.0,-0.9795685362337198,-0.6089775687934075,,
33,Devoto Hermanos S.A.,Devoto - RAMBLA,"Rbla. de los Argentinos esq, Santiago V�squez",,Interior,9.0,Devoto,-34.8564118,-55.29201897,Piri�polis,Maldonado,10.0,10523.0,-0.9650277811016638,-0.6083591513410032,,
34,Supermercados Disco del Uruguay S.A.,Disco - MEDANOS,Avda. Ing. Luis Giannattasio Km. 27.500,,Interior,10.0,Disco,-34.80727807,-55.93165618,Ciudad de la Costa,Canelones,3.0,3831.0,-0.9761915564344341,-0.6075016059787174,,
35,Supermercados Disco del Uruguay S.A.,Disco - CURVA DE MARO�AS,Avda. 8 de Octubre 4786,9.0,Maro�as,10.0,Disco,-34.85719975,-56.13298373,Montevideo,Montevideo,1.0,1020.0,-0.9797053850569077,-0.6083729036628444,,
36,Devoto Hermanos S.A.,Devoto - ARENAL GRANDE,Arenal Grande 2006,2.0,Cordón,10.0,Devoto,-34.88451715,-56.17881701,Montevideo,Montevideo,1.0,1020.0,-0.9805053266998962,-0.6088496822359286,19.0,False
37,Supermercados Disco del Uruguay S.A.,Disco - CHUCARRO,Alejandro Chucarro 1320,5.0,Pocitos,10.0,Disco,-34.90922435,-56.14446174,Montevideo,Montevideo,1.0,1020.0,-0.9799057141229844,-0.6092809042248774,,
38,Supermercados Disco del Uruguay S.A.,Disco - CALLE MALDONADO,Maldonado 1024,1.0,Barrio Sur,10.0,Disco,-34.91005035,-56.1937878,Montevideo,Montevideo,1.0,1020.0,-0.9807666162770209,-0.6092953206444988,4.0,False
39,Devoto Hermanos S.A.,Devoto - CORONEL MORA,Coronel Mora 596,5.0,Punta Carretas,10.0,Devoto,-34.91945755,-56.15767192,Montevideo,Montevideo,1.0,1020.0,-0.9801362752587656,-0.6094595072578923,,
40,Devoto Hermanos S.A.,Devoto - SAN QUINTIN,San Quint�n 4376,14.0,Belvedere,11.0,Devoto,-34.85267694,-56.2231486,Montevideo,Montevideo,1.0,1020.0,-0.9812790589080403,-0.6082939657369022,,
41,Devoto Hermanos S.A.,Devoto - STA.MONICA,Avda. Italia 6958,8.0,Carrasco,11.0,Devoto,-34.87743837,-56.05741208,Montevideo,Montevideo,1.0,1020.0,-0.978386410943243,-0.6087261342179043,,
42,Supermercados Disco del Uruguay S.A.,Disco - LEGRAND,Avda. Enrique Legrand 5085,7.0,Malvín,11.0,Disco,-34.89012831,-56.09804228,Montevideo,Montevideo,1.0,1020.0,-0.9790955417089867,-0.6089476154527849,,
43,Devoto Hermanos S.A.,Devoto - MALVIN,Hip�lito Yrigoyen 1444,7.0,Malvín,11.0,Devoto,-34.89487376,-56.10767852,Montevideo,Montevideo,1.0,1020.0,-0.9792637258244992,-0.6090304391797736,,
44,Supermercados Disco del Uruguay S.A.,Disco - 20 DE SETIEMBRE,20 de Setiembre 1479,4.0,Parque Batlle ,11.0,Disco,-34.90041756,-56.16286006,Montevideo,Montevideo,1.0,1020.0,-0.9802268253838201,-0.6091271967428457,,
45,Supermercados Disco del Uruguay S.A.,Disco - ARENAL GRANDE,Arenal Grande 1376,2.0,Cordón,11.0,Disco,-34.90282638,-56.1730281,Montevideo,Montevideo,1.0,1020.0,-0.9804042911602946,-0.6091692385829336,,
46,Supermercados Disco del Uruguay S.A.,Disco - SOCA,Avda. Dr. Francisco Soca 1318,5.0,Pocitos,11.0,Disco,-34.90559329,-56.15479361,Montevideo,Montevideo,1.0,1020.0,-0.9800860392723726,-0.6092175302725399,,
47,Supermercados Disco del Uruguay S.A.,Disco - SOLYMAR,Avda. Ing. Luis Giannattasio Km. 23.500,,Interior,12.0,Disco,-34.82540479,-55.96452273,Ciudad de la Costa,Canelones,3.0,3831.0,-0.9767651859457055,-0.6078179769253044,,
48,Supermercados Disco del Uruguay S.A.,Disco - EJIDO,Ejido 1530,2.0,Centro,12.0,Disco,-34.90222682,-56.18702525,Montevideo,Montevideo,1.0,1020.0,-0.98064858751369,-0.6091587742868704,6.0,False
49,Supermercados Disco del Uruguay S.A.,Disco - ROOSEVELT,Avda. Roosevelt y Zelmar Michelini,,Interior,12.0,Disco,-34.91408137,-54.96142589,Punta del Este,Maldonado,10.0,10320.0,-0.9592578433713548,-0.6093656752157125,,
50,Supermercados Disco del Uruguay S.A.,Disco - PARADA 5,Pedragosa Sierra y Av. Italia (parada 5),,Interior,12.0,Disco,-34.94305492,-54.93227366,Punta del Este,Maldonado,10.0,10524.0,-0.9587490409735561,-0.6098713590592038,,
51,Supermercados Disco del Uruguay S.A.,Disco - ATLANTIDA,Avda. Gral. Artigas entre 22 y 24,,Interior,13.0,Disco,-34.77203396,-55.76235147,Atl�ntida,Canelones,3.0,3621.0,-0.9732366318058,-0.6068864802172823,,
52,Devoto Hermanos S.A.,Devoto - 26 DE MARZO,26 de Marzo 1386,5.0,Pocitos,13.0,Devoto,-34.90791912,-56.14607934,Montevideo,Montevideo,1.0,1020.0,-0.9799339465689648,-0.6092581236638815,,
53,Supermercados Disco del Uruguay S.A.,Disco - SCOSERIA,Scoseria 2628,5.0,Pocitos,13.0,Disco,-34.9153555,-56.15548036,Montevideo,Montevideo,1.0,1020.0,-0.9800980253210106,-0.6093879129793109,,
54,Supermercados Disco del Uruguay S.A.,Disco - DE LA PUNTA,Calle 17 y 24,,Interior,13.0,Disco,-34.96622428,-54.94629701,Punta del Este,Maldonado,10.0,10524.0,-0.9589937946032157,-0.6102757406767836,,
55,Devoto Hermanos S.A.,Devoto - PANDO,Juan A. Lavalleja Km 30 Ruta 8,,Interior,14.0,Devoto,-34.72990601,-55.9715858,Pando,Canelones,3.0,3322.0,-0.9768884597725044,-0.6061512087826667,,
56,Supermercados Disco del Uruguay S.A.,Disco - AGRACIADA,Avda. Agraciada 2986,16.0,Bella Vista,15.0,Disco,-34.87585413,-56.19864349,Montevideo,Montevideo,1.0,1020.0,-0.980851364054977,-0.6086984840137625,,
57,Devoto Hermanos S.A.,Devoto - AGRACIADA,Avda. Agraciada 3655,16.0,Prado,16.0,Devoto,-34.86497537,-56.20974186,Montevideo,Montevideo,1.0,1020.0,-0.9810450671530816,-0.6085086138332283,,
58,Supermercados Disco del Uruguay S.A.,Disco - 8 DE OCTUBRE Y GARIBALDI,Avda. 8 de Octubre 2681,4.0,La Blanqueada,17.0,Disco,-34.8894923,-56.16024425,Montevideo,Montevideo,1.0,1020.0,-0.9801811708867134,-0.6089365149842092,23.0,True
59,Devoto Hermanos S.A.,Devoto - SAN MARTIN II,Avda. Gral. San Mart�n 3083,11.0,Atahualpa,20.0,Devoto,-34.86977972,-56.18203013,Montevideo,Montevideo,1.0,1020.0,-0.9805614062231579,-0.6085924655591464,,
60,Devoto Hermanos S.A.,Devoto - PORTONES,Avda. Italia 5779,8.0,Carrasco,20.0,Devoto,-34.88218541,-56.08218073,Montevideo,Montevideo,1.0,1020.0,-0.978818705437017,-0.6088089856956281,,
61,Supermercados Disco del Uruguay S.A.,Disco - PUNTA CARRETAS,Jos� Ellauri 350 Local 002,5.0,Punta Carretas,22.0,Disco,-34.92405523,-56.15998071,Montevideo,Montevideo,1.0,1020.0,-0.9801765712460028,-0.6095397519118455,,
62,Devoto Hermanos S.A.,Devoto - PUNTA DEL ESTE,Roosevelt y Parada 10,,Interior,26.0,Devoto,-34.93606671,-54.93775946,Punta del Este,Maldonado,10.0,10524.0,-0.958844786245662,-0.6097493917858829,,
63,Supermercados Disco del Uruguay S.A.,Disco - AV. ITALIA,Magari�os Cervantes N� 2052,6.0,Buceo,27.0,Disco,-34.887486,-56.1437407,Montevideo,Montevideo,1.0,1020.0,-0.979893129600946,-0.6089014984434264,,
64,Devoto Hermanos S.A.,Devoto - HIPER PIRIAPOLIS,Piria y Buenos Aires,,Interior,27.0,Devoto,-34.86549145,-55.27038576,Piri�polis,Maldonado,10.0,10523.0,-0.9646502103593885,-0.6085176211284319,,
65,Devoto Hermanos S.A.,Devoto - SAYAGO,Camino Ariel 4626,13.0,Sayago,29.0,Devoto,-34.83638996,-56.21149212,Montevideo,Montevideo,1.0,1020.0,-0.9810756149528476,-0.6080097043106957,,
66,Ta Ta S.A.,Ta - Ta - Florida,Independencia 666,,Interior,3.0,Ta - Ta,-34.09827705,-56.21565646,Florida,Florida,8.0,8220.0,-0.98114829639702,-0.5951272037797192,,
67,Ta Ta S.A.,Ta - Ta - Goes,Avda. Gral. Flores 2569/71,3.0,Goes,3.0,Ta - Ta,-34.88037673,-56.18172176,Montevideo,Montevideo,1.0,1020.0,-0.9805560241513435,-0.6087774182745133,,
68,Ta Ta S.A.,Ta - Ta - Cerro,Grecia 3396,17.0,Cerro,3.0,Ta - Ta,-34.89035879,-56.24788098,Montevideo,Montevideo,1.0,1020.0,-0.9817107203708947,-0.6089516380876449,13.0,False
69,Ta Ta S.A.,Ta - Ta - San Jos�,Asamblea  620,,Interior,3.0,Ta - Ta,-34.33996066,-56.71293279,San Jos� de Mayo,San Jos�,16.0,16220.0,-0.989827405647754,-0.5993453785223251,,
70,Ta Ta S.A.,Ta - Ta - Melo,Aparicio Saravia 665,,Interior,4.0,Ta - Ta,-32.369228,-54.16912088,Melo,Cerro Largo,4.0,4220.0,-0.9454295122668082,-0.564949604928739,,
71,Ta Ta S.A.,Ta - Ta - Malvín Norte,Piran 2101,8.0,Malvín Norte,4.0,Ta - Ta,-34.8745169,-56.1223416,Montevideo,Montevideo,1.0,1020.0,-0.9795196448489825,-0.6086751449474062,,
72,Ta Ta S.A.,Ta - Ta - Pando,Avda. Gral. Artigas 851,,Interior,4.0,Ta - Ta,-34.717023,-55.96221554,Pando,Canelones,3.0,3322.0,-0.9767249178837365,-0.6059263578405993,,
73,Ta Ta S.A.,Ta - Ta - Artigas,Bernab� Rivera  269,,Interior,5.0,Ta - Ta,-30.39981984,-56.46589301,Artigas,Artigas,2.0,2220.0,-0.9855157481033514,-0.5305769482210958,,
74,Ta Ta S.A.,Ta - Ta - Durazno,18 de Julio 580,,Interior,5.0,Ta - Ta,-33.37924226,-56.52223948,Durazno,Durazno,6.0,6220.0,-0.9864991795267277,-0.5825776792578331,,
75,Ta Ta S.A.,Ta - Ta - Col�n,Avda. Garz�n 1952,12.0,Col�n Centro y Noroeste,5.0,Ta - Ta,-34.80447919,-56.22252959,Montevideo,Montevideo,1.0,1020.0,-0.9812682551454376,-0.6074527563073491,,
76,Ta Ta S.A.,Ta - Ta - Portones,Avda. Italia 5757,8.0,Carrasco,5.0,Ta - Ta,-34.88220508,-56.08223564,Montevideo,Montevideo,1.0,1020.0,-0.9788196637973093,-0.608809329001892,,
77,Superstar Ltda.,Ta - Ta - Hiper Plaza Ss,Leandro G�mez esq. Zelmar Michelini (Z. Michelini 911),,Interior,5.0,Ta - Ta,-32.31643682,-58.09558874,Paysand�,Paysand�,11.0,11120.0,-1.013959304397544,-0.5640282250217261,,
78,Ta Ta S.A.,Ta - Ta - Young,18 de Julio 1923,,Interior,5.0,Ta - Ta,-32.6996292,-57.6287617,Young,R�o Negro,12.0,12421.0,-1.0058116355122046,-0.5707161937212794,,
79,Ta Ta S.A.,Ta - Ta - Fray Bentos,18 de Julio 1625,,Interior,6.0,Ta - Ta,-33.12115054,-58.30647655,Fray Bentos,R�o Negro,12.0,12320.0,-1.017639991034364,-0.5780731289716978,,
80,Ta Ta S.A.,Ta - Ta - Unión,Avda. 8 de Octubre 3723,6.0,Unión,6.0,Ta - Ta,-34.87531947,-56.14131826,Montevideo,Montevideo,1.0,1020.0,-0.9798508500470139,-0.6086891524363838,,
81,Superstar Ltda.,Ta - Ta - Hiper Norte Ss,Zorrilla de San Mart�n 1705,,Interior,6.0,Ta - Ta,-32.30229708,-58.07829654,Paysand�,Paysand�,11.0,11120.0,-1.0136574985726305,-0.5637814400033502,,
82,Ta Ta S.A.,Ta - Ta - Rosario,Artigas 200,,Interior,6.0,Ta - Ta,-34.316172,-57.356172,Rosario,Colonia,5.0,5422.0,-1.001054047740181,-0.5989301880806875,,
83,Ta Ta S.A.,Ta - Ta -Hiper Colonia,Avda. Roosevelt y Luis Casanello,,Interior,7.0,Ta - Ta,-34.46590035,-57.83459086,Colonia del Sacramento,Colonia,5.0,5320.0,-1.0094040320508189,-0.601543440771766,,
84,Ta Ta S.A.,Ta - Ta - Juan Lacaze,Jose Salvo 100,,Interior,7.0,Ta - Ta,-34.4368371,-57.4376265,Juan Lacaze,Colonia,5.0,5323.0,-1.002475696955747,-0.6010361913679357,,
85,Ta Ta S.A.,Ta - Ta - Hiper Las Piedras,Avda. Gral. Artigas 810,,Interior,7.0,Ta - Ta,-34.72718148,-56.22376272,Las Piedras,Canelones,3.0,3221.0,-0.9812897773240428,-0.6061036567635973,,
86,Ta Ta S.A.,Ta - Ta - Hiper Melo,Villanueva Saravia 777,,Interior,7.0,Ta - Ta,-32.35674232,-54.1650241,Melo,Cerro Largo,4.0,4220.0,-0.9453580099670783,-0.5647316887033887,,
87,Ta Ta S.A.,Ta - Ta - Hiper Mercedes,Artigas y Rod�,,Interior,7.0,Ta - Ta,-33.25008096,-58.02999503,Mercedes,Soriano,17.0,17220.0,-1.0128144781894457,-0.5803233893066769,,
88,Ta Ta S.A.,Ta - Ta - Minas,18 de Julio  620,,Interior,7.0,Ta - Ta,-34.37704023,-55.23705664,Minas,Lavalleja,9.0,9220.0,-0.9640685074785961,-0.5999925391040487,,
89,Ta Ta S.A.,Ta - Ta - 18 de Julio,Avda. 18 de Julio 1280,1.0,Centro,7.0,Ta - Ta,-34.90588074,-56.1884683,Montevideo,Montevideo,1.0,1020.0,-0.9806737734874609,-0.6092225472214747,5.0,False
90,Ta Ta S.A.,Ta - Ta - Centro,Avda. 18 de Julio 880,1.0,Centro,7.0,Ta - Ta,-34.9065197,-56.19747883,Montevideo,Montevideo,1.0,1020.0,-0.9808310369033107,-0.6092336991772632,4.0,False
91,Ta Ta S.A.,Ta - Ta - Paysand�,18 deJulio1128,,Interior,7.0,Ta - Ta,-32.31720503,-58.08288566,Paysand�,Paysand�,11.0,11120.0,-1.0137375938263997,-0.5640416328155727,,
92,Ta Ta S.A.,Ta - Ta - Hiper Canelones,Jos� Batlle y Ordo�es 960,,Interior,8.0,Ta - Ta,-34.51714088,-56.28118885,Canelones,Canelones,3.0,3320.0,-0.982292052369221,-0.602437756730733,,
93,Ta Ta S.A.,Ta - Ta -Hiper  Carmelo,Zorrilla de San Martin 278,,Interior,8.0,Ta - Ta,-33.9993896,-58.2883458,Carmelo,Colonia,5.0,5321.0,-1.0173235497510082,-0.5934012921883178,,
94,Ta Ta S.A.,Ta - Ta - Paso Molino,Avda. Agraciada 4214,14.0,Paso Molino,8.0,Ta - Ta,-34.85626027,-56.21987448,Montevideo,Montevideo,1.0,1020.0,-0.9812219147339349,-0.6083565066435876,,
95,Superstar Ltda.,Ta - Ta -Hiper Shopping,Luis A. de Herrera 925,,Interior,8.0,Ta - Ta,-32.31817282,-58.08311064,Paysand�,Paysand�,11.0,11120.0,-1.0137415204681508,-0.5640585239375407,,
96,Ta Ta S.A.,Ta - Ta - Hiper Paysand�,Rep. Argentina 1680,,Interior,8.0,Ta - Ta,-32.3186309,-58.07066348,Paysand�,Paysand�,11.0,11120.0,-1.0135242765436283,-0.5640665189417783,,
97,Ta Ta S.A.,Ta - Ta - Rocha,Gral Artigas 221,,Interior,8.0,Ta - Ta,-34.4837741,-54.3337119,Rocha,Rocha,14.0,14320.0,-0.9483021674850239,-0.6018553965589443,,
98,Ta Ta S.A.,Ta - Ta - Hiper Tacuaremb� 2,Joaqu�n Suarez 259,,Interior,8.0,Ta - Ta,-31.71252253,-55.97836308,Tacuaremb�,Tacuaremb�,18.0,18220.0,-0.977006745622834,-0.5534879322613823,,
99,Ta Ta S.A.,Ta - Ta - Hiper Trinidad,Pte. Berro y J. Batlle y Ordo�ez (Pte. Berro 474),,Interior,8.0,Ta - Ta,-33.51881855,-56.89555368,Trinidad,Flores,7.0,7320.0,-0.9930147414611762,-0.5850137450760515,,
100,Ta Ta S.A.,Ta - Ta - Hiper Artigas,Luis Alberto de Herrera 539,,Interior,9.0,Ta - Ta,-30.40545839,-56.46335985,Artigas,Artigas,2.0,2220.0,-0.9854715361208717,-0.5306753594836341,,
101,Ta Ta S.A.,Ta - Ta - Hiper Salto ,19 de Abril y  Soca,,Interior,9.0,Ta - Ta,-31.38540957,-57.96345507,Salto,Salto,15.0,15120.0,-1.0116531368033004,-0.5477787340834377,,
102,Ta Ta S.A.,Ta - Ta - San Carlos,Carlos Alberto Cal 738,,Interior,9.0,Ta - Ta,-34.7929884,-54.9207713,San Carlos,Maldonado,10.0,10321.0,-0.9585482869198064,-0.6072522041881938,,
103,Ta Ta S.A.,Ta - Ta - Treinta y Tres,Juan Antonio Lavalleja 1774,,Interior,9.0,Ta - Ta,-33.225326,-54.3901664,Treinta y Tres,Treinta y Tres,19.0,19220.0,-0.9492874843875911,-0.5798913337484776,,
104,Ta Ta S.A.,Ta - Ta - Cordón,Avda. 18 de Julio1593,2.0,Cordón,10.0,Ta - Ta,-34.90407047,-56.18199884,Montevideo,Montevideo,1.0,1020.0,-0.9805608601096348,-0.6091909520496247,7.0,False
105,Superstar Ltda.,Ta - Ta - Hipersuperstar,Bvar. Artigas Esq. Washington (Washington 1673),,Interior,10.0,Ta - Ta,-32.31509968,-58.07008748,Paysand�,Paysand�,11.0,11120.0,-1.0135142234471368,-0.5640048875261661,,
106,Ta Ta S.A.,Ta - Ta - Hiper Rivera,Sarand� 950,,Interior,10.0,Ta - Ta,-30.9063819,-55.53965908,Rivera,Rivera,13.0,13220.0,-0.9693499163811647,-0.5394181240337809,,
107,Polakof  y C�a.  S.A.,El Dorado - Biarritz,Urbanizaci�n Biarritz,,Interior,1.0,El Dorado,-34.8901087,-54.94368781,Maldonado,Maldonado,10.0,10320.0,-0.9589482554723726,-0.6089472731937184,,
108,Polakof  y C�a.  S.A.,El Dorado - Aigu�,Gral. de la Llana y M. Muniz,,Interior,2.0,El Dorado,-34.20195102,-54.76679261,Aigu�,Maldonado,10.0,10521.0,-0.9558608518013988,-0.596936655904833,,
109,Polakof  y C�a.  S.A.,El Dorado - Chuy,Arachanes 559,,Interior,2.0,El Dorado,-33.69322015,-53.45540749,Chuy,Rocha,14.0,14521.0,-0.9329728636957378,-0.5880576272167978,,
110,Polakof  y C�a.  S.A.,El Dorado - La Pedrera,Ruta 10 Y calle Principal,,Interior,2.0,El Dorado,-34.59084857,-54.12378425,La Pedrera,Rocha,14.0,14942.0,-0.9446382388015497,-0.6037241986052723,,
111,Polakof  y C�a.  S.A.,El Dorado - Solanas,Ruta10 Km. 127.500,,Interior,2.0,El Dorado,-34.88034983,-55.05032954,Maldonado,Maldonado,10.0,10969.0,-0.9608095047808954,-0.6087769487809443,,
112,Polakof  y C�a.  S.A.,El Dorado - Cerro Pelado,Cuchilla de la India Muerta y Tpanba�,,Interior,2.0,El Dorado,-34.8828614,-54.97470354,Maldonado,Maldonado,10.0,10320.0,-0.9594895820807822,-0.6088207839468388,,
113,Polakof  y C�a.  S.A.,El Dorado - Lausana,Acuario y Manolo Lima,,Interior,2.0,El Dorado,-34.88449198,-54.977229,Maldonado,Maldonado,10.0,10320.0,-0.9595336596729096,-0.6088492429365558,,
114,Polakof  y C�a.  S.A.,El Dorado - Camino de los Gauchos,Av. De Los Gauchos y Celedonio Rojas ,,Interior,2.0,El Dorado,-34.90089817,-54.94392757,Maldonado,Maldonado,10.0,10320.0,-0.9589524400737872,-0.6091355849697636,,
115,Polakof  y C�a.  S.A.,El Dorado - Tobias Polakof,Tobias Polakof 1031 y Joaquin de Viana,,Interior,2.0,El Dorado,-34.90924328,-54.96376791,Maldonado,Maldonado,10.0,10320.0,-0.9592987193315023,-0.6092812346157047,,
116,Polakof  y C�a.  S.A.,El Dorado - Punta Colorada,Avda. Calle Central entre calles  6 y 7,,Interior,2.0,El Dorado,-34.90153809,-55.25670274,Piri�polis,Maldonado,10.0,10523.0,-0.9644113966087722,-0.609146753680713,,
